,Open,High,Low,Close,Adj Close,Volume,Return,Year
2010-01-01,1000.5507975722736,1001.3700928450697,999.0517365336732,1000.0,1000.0,2169549,,2010
2010-01-04,998.8701092320721,999.4414153325731,996.4175722316129,998.4260354824322,998.4260354824322,5820225,-0.0015739645175677497,2010
2010-01-05,1007.7925098089034,1010.0058393012037,1008.1671749746542,1008.6252849900228,1008.6252849900228,8875356,0.010215328071510488,2010
2010-01-06,1032.3262627952952,1041.59992252369,1025.5034733207297,1032.1720939770357,1032.1720939770357,6599121,0.02334544784612036,2010
2010-01-07,1029.4376045997938,1032.2168619679767,1028.370054343542,1029.0628813375247,1029.0628813375247,5509612,-0.003012300620850006,2010
2010-01-08,1025.9706528485194,1030.3842706186015,1024.887210521331,1025.9632880050076,1025.9632880050076,8309356,-0.003012054354237681,2010
2010-01-11,1048.5870573190487,1054.0900286462754,1050.3586498863513,1050.7794852388743,1050.7794852388743,3247575,0.024188192232610817,2010
2010-01-12,1063.5716098441,1066.502773643195,1053.9154952490846,1063.4009450262997,1063.4009450262997,1226935,0.01201152093729374,2010
2010-01-13,1058.7814681722382,1057.8710554552479,1052.4328306270816,1056.4440529137798,1056.4440529137798,3679853,-0.006542115789024305,2010
2010-01-14,1065.1863928531834,1067.9867656107183,1063.1786098958084,1065.5700399111622,1065.5700399111622,1804491,0.008638400653789402,2010
2010-01-15,1057.9249526497922,1059.4069760889417,1057.769430557741,1058.695764789732,1058.695764789732,7541612,-0.006451265392186989,2010
2010-01-18,1052.2218197948594,1057.9713568498312,1050.9161156472055,1051.829120907506,1051.829120907506,3296076,-0.006485946303553813,2010
2010-01-19,1056.5025052193298,1059.714753376699,1055.6332228142817,1056.172579918871,1056.172579918871,3703235,0.004129434073490534,2010
2010-01-20,1027.6135649034056,1031.1288010881574,1024.433326458938,1026.3893542272099,1026.3893542272099,1777277,-0.028199203669866946,2010
2010-01-21,999.0876860362438,1003.1316127660588,997.2661970683392,1000.3459894012027,1000.3459894012027,6254709,-0.025373767487695487,2010
2010-01-22,993.1347595692187,996.1108992601711,990.5921232649246,992.4089312744055,992.4089312744055,6506289,-0.007934312938614574,2010
2010-01-25,978.405327215599,978.8703749017374,976.435347631685,977.8279959946545,977.8279959946545,4836839,-0.014692466805016346,2010
2010-01-26,982.7863880425648,988.2612370016637,981.8127823729807,982.9261075848265,982.9261075848265,5503905,0.005213709988929116,2010
2010-01-27,970.3582988648635,971.8786267706847,969.5000081782699,970.0297620864383,970.0297620864383,7089671,-0.013120361132818115,2010
2010-01-28,950.9430763243628,950.3004671177122,944.7476992429138,949.9651276164805,949.9651276164805,7397790,-0.020684555520029346,2010
2010-01-29,972.1721400730388,972.6520578719619,969.8876788100505,971.3248384774312,971.3248384774312,5317254,0.022484731533823243,2010
2010-02-01,967.4139307959598,969.2327072113416,965.7074082019449,968.5209689676382,968.5209689676382,7796098,-0.0028866445072980307,2010
2010-02-02,970.7818088633395,971.3674305738035,969.2637079814565,969.9862666856768,969.9862666856768,5106652,0.0015129230703188057,2010
2010-02-03,949.6800297566788,951.7575550928922,947.5974732075591,949.7414672073339,949.7414672073339,9641596,-0.02087122279320186,2010
2010-02-04,942.5296762231867,945.7923672822363,940.7981869819112,942.4609952282445,942.4609952282445,2412547,-0.007665740867877746,2010
2010-02-05,944.5694635223061,945.6567824518419,941.4138749536318,944.5003289402275,944.5003289402275,2403408,0.0021638388456479696,2010
2010-02-08,928.5263463812539,932.4983852089522,927.6015269241839,928.6658719174458,928.6658719174458,6759166,-0.01676490366133454,2010
2010-02-09,935.4771619652305,935.6913450998006,927.7974937742499,934.363673770174,934.363673770174,5662995,0.006135470275185018,2010
2010-02-10,926.3350736377967,934.5920624676696,925.5797712983439,926.4126310132436,926.4126310132436,2894477,-0.00850958034878202,2010
2010-02-11,921.7892634643042,924.8281354655918,921.6983273126109,922.8224057158086,922.8224057158086,8697965,-0.0038754062468991934,2010
2010-02-12,914.5947297397539,921.4581640740287,913.4803060311101,914.9547917671769,914.9547917671769,3686476,-0.00852559918344098,2010
2010-02-15,941.0016531535131,944.7721446973145,938.1684842250768,940.8335311720945,940.8335311720945,1682932,0.028284172767634175,2010
2010-02-16,942.2702989024646,941.7961578721341,940.5624594203059,941.1134683135124,941.1134683135124,5481040,0.00029754162893103064,2010
2010-02-17,927.211494314311,927.4905340016201,922.0233039235774,926.6526350353273,926.6526350353273,2309105,-0.01536566393433847,2010
2010-02-18,937.7508933328247,938.6521590037474,938.0459869158512,938.5491625063748,938.5491625063748,2205290,0.012838173681547937,2010
2010-02-19,924.1220356893764,926.6369973847336,920.1031807864551,921.8311103091552,921.8311103091552,4411011,-0.017812654749565282,2010
2010-02-22,925.4250451030669,925.2301711350666,922.945929754959,925.1800802596056,925.1800802596056,7892923,0.003632953925071236,2010
2010-02-23,899.5928247858732,901.7101344538843,898.1845732946664,898.4469538623338,898.4469538623338,3377939,-0.02889505185819663,2010
2010-02-24,880.8629467911685,882.5814490943599,878.9383141242134,880.9966066923363,880.9966066923363,2280202,-0.019422790733476414,2010
2010-02-25,884.5101263761626,885.1311632852312,882.4614745535312,884.0386162075317,884.0386162075317,4252213,0.0034529185380367533,2010
2010-02-26,895.0238442452264,896.5577950886295,893.1394553697538,894.2731301180553,894.2731301180553,5045767,0.011576998699931229,2010
2010-03-01,898.1117612448206,899.4670193829736,893.4870354753081,897.0190174214548,897.0190174214548,2742429,0.0030705242178494796,2010
2010-03-02,896.8587546683939,897.1244285063912,895.2626027288582,895.9114463006499,895.9114463006499,3800864,-0.0012347242358234922,2010
2010-03-03,893.0912410068606,895.0378551834141,891.4422894477811,892.3129683127721,892.3129683127721,2209056,-0.004016555433839386,2010
2010-03-04,872.6944984828529,875.1227362506106,869.8811770872016,872.9695596078216,872.9695596078216,4121754,-0.021677829855511366,2010
2010-03-05,863.4860360109413,867.317408853558,861.9294257096635,863.9800131637969,863.9800131637969,5896544,-0.01029766312592062,2010
2010-03-08,858.7277871432017,860.7612118435736,857.7088211731639,858.4422627994148,858.4422627994148,4910936,-0.006409581564396971,2010
2010-03-09,873.2977988654618,876.1990155319947,869.3998322930095,872.4836598697784,872.4836598697784,5493291,0.016356833393283754,2010
2010-03-10,877.2215029312205,879.8266869535735,876.2775510395338,877.4169218429265,877.4169218429265,1471530,0.005654274343526833,2010
2010-03-11,855.5621624606456,854.9760471126718,851.8038896786202,854.6518113107903,854.6518113107903,7330386,-0.025945602330440964,2010
2010-03-12,860.4819589257285,860.5300670111177,857.28718007543,859.2338214883464,859.2338214883464,8267104,0.0053612595409218144,2010
2010-03-15,853.9171228414289,857.7230338276072,851.919592802245,854.7003026082472,854.7003026082472,4186498,-0.00527623420624479,2010
2010-03-16,845.7407603459226,849.7786678997317,845.9111100278013,846.449171181996,846.449171181996,3733197,-0.009653830004589414,2010
2010-03-17,854.5187191270796,856.8540919938372,853.4423172136133,854.6386890834025,854.6386890834025,6856160,0.009675144332613073,2010
2010-03-18,868.5500844804018,869.0804239082116,866.3634729056756,868.2829896332174,868.2829896332174,2979072,0.01596499283743924,2010
2010-03-19,880.3842884780659,881.4569352681768,880.6986428221956,880.8463514182168,880.8463514182168,1934260,0.014469201786742936,2010
2010-03-22,871.3751338674177,873.3099517509323,869.9932804269538,870.1984491932726,870.1984491932726,8230931,-0.012088262848339526,2010
2010-03-23,866.9649017111741,871.650177732146,866.0600875782114,866.5974064688128,866.5974064688128,1177589,-0.0041381856377682436,2010
2010-03-24,871.3711572939483,873.3225787659859,870.9988007379213,871.3367856297316,871.3367856297316,1871243,0.005468951471053529,2010
2010-03-25,883.2527845255585,886.2839104853467,884.1682889993222,884.5228793520997,884.5228793520997,8994290,0.015133176906835466,2010
2010-03-26,877.4514464559956,881.4003590219415,876.5603044078854,878.6075321432219,878.6075321432219,9395194,-0.006687613567679329,2010
2010-03-29,876.8463479927818,878.0602919559062,874.1237455546903,876.600015279691,876.600015279691,2854711,-0.0022848846499572417,2010
2010-03-30,860.6517716779975,865.1769462113131,862.2931280137568,862.4911164605587,862.4911164605587,3844813,-0.01609502461009038,2010
2010-03-31,848.3047543460073,849.3894878564245,847.0031024619068,847.4465982179762,847.4465982179762,3294582,-0.017443099361210024,2010
2010-04-01,858.0631777232782,862.647715194511,856.2745762788559,858.1989051793685,858.1989051793685,5406455,0.012687887335912862,2010
2010-04-02,878.9280913843788,877.3204250635765,872.5862455221433,876.0868602471569,876.0868602471569,2347376,0.02084360042856237,2010
2010-04-05,877.5993589298395,878.9562218934583,872.1429205001041,875.5785968574605,875.5785968574605,4921076,-0.0005801518237049663,2010
2010-04-06,889.0351211844759,890.5449041664274,887.7169167194772,889.1964650554384,889.1964650554384,8022469,0.01555299346838046,2010
2010-04-07,894.369430735972,895.0249816815455,890.1069346100669,894.4645454146018,894.4645454146018,1654405,0.005924540375714438,2010
2010-04-08,887.1385667824358,886.4110006422125,884.2272076196442,886.2562264666964,886.2562264666964,2135189,-0.009176796319076863,2010
2010-04-09,893.0220758323541,892.5559451742403,889.0365050590467,891.5036911639228,891.5036911639228,3179000,0.0059209340826262835,2010
2010-04-12,911.0221929178605,917.7434471188848,912.1764362028135,912.5169221517472,912.5169221517472,1896009,0.023570548496989474,2010
2010-04-13,910.8527657175622,913.7707255373634,908.1080564815953,912.4828026087005,912.4828026087005,9253229,-3.739058664931072e-05,2010
2010-04-14,933.7734992877191,939.8833084368266,933.7472213832407,934.3547004321211,934.3547004321211,6270208,0.02396965483721014,2010
2010-04-15,898.6286702213113,899.3561500103308,894.2879402997416,898.1053105032329,898.1053105032329,9531040,-0.03879617656134615,2010
2010-04-16,910.0786576955097,911.2889459915298,908.6301858097247,909.6266882169139,909.6266882169139,9504850,0.012828537565628295,2010
2010-04-19,912.2440563920635,912.834161946927,910.5997044975336,911.2692066070294,911.2692066070294,8706595,0.0018057060235725508,2010
2010-04-20,906.5488076415469,908.7188219216652,905.9949734551711,907.6376983449024,907.6376983449024,2595489,-0.003985110256988,2010
2010-04-21,907.2346361803214,911.8824059220266,907.7761189390444,909.3408002942703,909.3408002942703,1107576,0.0018764116480325388,2010
2010-04-22,883.4421641780821,883.7317791084647,878.2687396964676,882.6848080827696,882.6848080827696,9564574,-0.02931353371901335,2010
2010-04-23,879.488641949821,881.0433067907474,877.6018917442262,880.2176349144555,880.2176349144555,4162199,-0.0027950783175625382,2010
2010-04-26,883.5856812351943,887.4870362575997,883.040400275853,885.3727954783271,885.3727954783271,9928047,0.005856688572676294,2010
2010-04-27,905.5741365260817,906.1190838061949,902.7673525018652,905.4427896032698,905.4427896032698,2097766,0.022668410671122796,2010
2010-04-28,899.5695016781063,899.7036225818257,898.5496140884433,898.8565505150417,898.8565505150417,5774787,-0.007274053274104686,2010
2010-04-29,888.2967460364445,889.2476114471727,887.251216046037,888.4051822251486,888.4051822251486,9190572,-0.011627404043397793,2010
2010-04-30,881.7590345756696,882.9948252527224,881.7291082527596,882.162931450184,882.162931450184,9752993,-0.007026355653768079,2010
2010-05-03,894.5744360485558,895.8957654470946,892.7236107626649,894.7170201500257,894.7170201500257,6548074,0.014231031765531199,2010
2010-05-04,899.2430993261077,901.8249926853094,898.2106688087312,899.5764668581867,899.5764668581867,7586576,0.0054312666448952385,2010
2010-05-05,891.6742164881481,896.3139955775413,889.8428526336844,892.8778579058134,892.8778579058134,7742620,-0.007446403056505568,2010
2010-05-06,899.5552192018346,900.409240228497,899.5918041469546,900.1985737279323,900.1985737279323,8599789,0.008199011496700326,2010
2010-05-07,902.429682453981,905.4981936128452,899.0506322660635,901.9595090867579,901.9595090867579,1846299,0.001956163240220521,2010
